Estimate	Std. Error	t value	Pr(>|t|)	variable
-0.1030852543377781	0.54363877860830645	-0.18962086295917344	0.8497299346506668	(Intercept)
0.322652627052995	0.29892400540291836	1.0793801140798076	0.2812547026811718	p__Bacteroidota
4.318975552053794	3.3982093614208337	1.2709562868863313	0.20469401857268518	p__Elusimicrobiota
15.357298625047417	43.04600631645749	0.35676477190814243	0.7215098473825504	p__Acidobacteriota
-0.28477039792616154	0.4407975923304525	-0.646034376958842	0.5187334975874265	p__Cyanobacteriota
-27.49133932823207	34.574568640560535	-0.7951318095688719	0.4271432347446279	p__Deinococcota
0.1479361036632641	0.2968721263491667	0.49831590955517585	0.6186136142727681	p__Actinomycetota
5.850133420814047	8.24411114290364	0.7096136041117933	0.47847545725076324	p__Patescibacteria
-1.07304599760423	0.8334397237948589	-1.2874908250333736	0.1988805455159198	p__Spirochaetota
0.508594888445672	0.28312049793836885	1.7963902018722275	0.07340284276196672	p__Pseudomonadota
84.46106404389593	57.17325730984141	1.4772827020537342	0.1406117882796047	p__Myxococcota
60.808213845186245	44.57022376733661	1.3643237279358174	0.17345213671483276	p__Bdellovibrionota
-5.3129137318144934	3.4197531723250756	-1.5535956731644074	0.12129789988373547	p__Campylobacterota
-0.4470109533497382	0.6634521022066552	-0.67376522263321	0.500961022038116	p__Thermodesulfobacteriota
-7.068919804275961	16.149679954456143	-0.43771268682791764	0.6618983992478182	p__Deferribacterota
-12.909011488663484	22.556805128296418	-0.5722890017110516	0.5675396498927814	p__Planctomycetota
-15.979268005795515	19.8722745391599	-0.8040985934603054	0.4219542414063502	p__Chloroflexota
0.20503043689645958	0.2572283846444994	0.7970754750873252	0.4260152931067158	p__Verrucomicrobiota
-59.912897035588124	34.72581455798806	-1.7253129350080636	0.08546446784534538	p__Halanaerobiaeota
1.2556620255538165	1.151844243255884	1.0901317890034106	0.27649901411084665	p__Synergistota
0.2620646555556924	0.3145956646036251	0.8330205563572558	0.40547240198518386	p__Bacillota
-0.9165471629014234	1.9677564131486458	-0.4657828361157966	0.6416969809058668	p__Fusobacteriota
